공고번호,날짜,기초가,예가,투찰가
9249881,2025.07.02,10771200,10789469,10771200
9249837,2025.07.01,18354920,18420259,17930000
9249891,2025.07.01,266684000,267399991,266684000
9249888,2025.06.27,4110400,4122242,4100000
9249790,2025.06.25,459130000,457946044,449950000
9249815,2025.06.24,9282000000,9310175249,9124205200
9249681,2025.06.24,33900000,33593341,28142000
9249812,2025.06.24,9339000000,9314204999,9180237000
9249813,2025.06.24,8910000000,8920213027,8758530000
9249717,2025.06.23,87812000,88172130,86500000
9249736,2025.06.20,3371000000,3389427119,3303580000
9249529,2025.06.18,129665000,130542273,125425000
9249531,2025.06.18,1054000,1043547,1037000
9249640,2025.06.18,16850000,16992772,16840000
9249572,2025.06.17,16000000,15961867,14190000
9249556,2025.06.16,16818170,16756202,14761300
9249487,2025.06.13,32400000,32409841,27210000
9249486,2025.06.13,20800000,20886595,16820000
9249503,2025.06.13,67200000,68064352,65520000
9249499,2025.06.12,21945000,21890092,17666000
9249500,2025.06.12,32510000,32485458,26600000
9249519,2025.06.12,731902400,738370919,638584000
9249611,2025.06.12,10845000,10811014,9977400
9249450,2025.06.11,68000,67791,59670
9249482,2025.06.11,304000000,303459580,267082940
9249448,2025.06.11,865000,867549,789745
9249525,2025.06.10,41600000,41600000,34449800
9249455,2025.06.10,58320002,58366008,57736800
9249419,2025.06.10,35150000,35193864,28827700
9249364,2025.06.05,22841579,23081251,21343000
9249505,2025.06.05,525180000,525236259,524264400
9249397,2025.06.05,41898000,41988565,33895482
9249501,2025.06.05,77957000,78085753,77220000
9249411,2025.06.05,35312530,35432626,28560700
9249409,2025.06.05,34140000,34230467,27660870
9249407,2025.06.05,44000000,44152009,35576200
9249406,2025.06.05,27480000,27810784,25831200
9249405,2025.06.05,40675000,40510004,32662000
9249400,2025.06.05,19500,19407,15729
9249391,2025.06.05,852000,851431,686930
9249327,2025.06.05,46621750,46428723,39768350
9249385,2025.06.05,274300000,273140606,220996600
9249353,2025.06.05,39520000,39476847,31793840
9249345,2025.06.05,2565000,2567911,2067290
9249343,2025.06.05,40211026,40853118,35787800
9249330,2025.06.05,47002650,46634812,39878560
9249328,2025.06.05,46272720,46372521,37365220
9249396,2025.06.04,37490000,37743062,33741000
9249376,2025.06.04,1896000000,1900811146,1780344000
9249119,2025.06.02,7991000,7955145,6716820
9249309,2025.06.02,29538000,29877835,29388800
9249421,2025.06.02,2400000000,2413198630,2384800000
9249472,2025.06.02,627920000,631341003,627920000
9249215,2025.06.02,737000000,736353922,602863000
9249209,2025.05.30,79200,79052,71280
9249272,2025.05.30,197900000,196606103,173206700
9249275,2025.05.30,52607380,52443059,46153820
9249287,2025.05.30,26775000,26582637,21561900
9249258,2025.05.29,766000,764810,615747
9249379,2025.05.29,34500000,34690249,33800000
9249310,2025.05.29,232000,230875,230600
9249274,2025.05.29,213800,213806,198000
9249197,2025.05.29,136000,136212,109662
9249273,2025.05.29,45450500,45477741,36617200
9249259,2025.05.29,405000,403647,325498
9249196,2025.05.29,175650,175843,141637
9249265,2025.05.28,13100000,13108822,13000000
9249296,2025.05.28,191900000,194147618,171065417
9249243,2025.05.28,6180000,6201309,5460000
9249257,2025.05.28,45500000,45691869,36800400
9249300,2025.05.28,13245540,13325415,13113080
9249254,2025.05.28,71295585,71183001,62644960
9249231,2025.05.28,135000,134503,108513
9249232,2025.05.28,429000,431466,347439
9249236,2025.05.28,46480000,46427110,46400000
9249246,2025.05.27,10688512,10656312,10474700
9249185,2025.05.23,60072000,59563150,48410370
9249165,2025.05.23,46234464,46450886,43202000
9249201,2025.05.23,25200000,25373171,25200000
9249182,2025.05.23,46460480,46437830,37581000
9249181,2025.05.23,43197688,43272697,40365000
9249171,2025.05.23,21160000,21188104,21100000
9249163,2025.05.23,40382697,40632933,37734000
9249164,2025.05.23,20574424,20573761,19225000
9249161,2025.05.23,21595547,21630900,20515770
9249142,2025.05.23,248029,245900,225000
9249137,2025.05.23,48362472,47934030,38873000
9249109,2025.05.22,40527624,40606921,32697000
9249206,2025.05.22,11970000,11884166,10525000
9249149,2025.05.21,380000,380993,341920
9249117,2025.05.21,574000000,576823895,565390000
9249128,2025.05.20,11364600,11395205,10040030
9249113,2025.05.20,986848,988485,798030
9249110,2025.05.20,50580000,50752125,50500000
9249108,2025.05.20,23806000,23537768,19162800
9249106,2025.05.20,29340000,29299671,23630000
9249224,2025.05.20,57730,57707,56980
9249104,2025.05.20,85626000,85747118,75491700
9249084,2025.05.20,425000000,426319587,344335000
9249031,2025.05.20,23073600,22877754,21500000
9249225,2025.05.20,3145800,3158381,3145000
9249105,2025.05.20,29340000,29174583,23630000
9249099,2025.05.16,3794000,3813281,3780000
9249043,2025.05.16,49560000,49732853,49560000
9249045,2025.05.16,38730000,39031143,38000000
9249019,2025.05.16,495000,493068,397060
9249030,2025.05.15,199557,199820,161641
9249184,2025.05.15,1861000,1857756,1830000
9249009,2025.05.14,40800000,40907749,36699600
9248910,2025.05.14,96937000,97288077,95612000
9248999,2025.05.14,223146000,221474752,180715700
9249024,2025.05.14,100000,100529,88500
9249025,2025.05.14,120000,118095,105804
9249037,2025.05.13,10000000,10005988,8808550
9249123,2025.05.13,149170800,150642817,149169900
9249111,2025.05.13,39000000,39129122,38600000
9249124,2025.05.13,427686400,429928352,427680000
9249005,2025.05.13,22319880,22471727,22220000
9249097,2025.05.12,53848930,53872262,53000000
9248981,2025.05.12,11631800,11654659,10777800
9248936,2025.05.12,1637465,1640139,1321350
9248986,2025.05.09,4752000,4747305,4576100
9248843,2025.05.09,149500000,149857201,147000000
9248950,2025.05.09,163300,164345,133252
9248955,2025.05.09,23241590,23334488,20537330
9248956,2025.05.09,70428000,70207303,70000000
9248971,2025.05.09,277400000,276916293,223086584
9248990,2025.05.09,54200,54329,50500
9248907,2025.05.09,156800,155705,137592
9248834,2025.05.08,11196000,11207382,10402200
9248900,2025.05.08,1111000,1108693,1092200
9248933,2025.05.08,205000,205359,196800
9248935,2025.05.08,157700000,157925213,127160880
9248943,2025.05.08,40609800,40661701,36200000
9248954,2025.05.02,6570000,6556686,6218960
9248909,2025.05.02,506760,506760,498000
9248815,2025.04.30,1070,1073,945
9248835,2025.04.30,190122,191152,189000
9248836,2025.04.30,286560000,288505507,232276000
9248841,2025.04.30,41250330,41135332,39009190
9248844,2025.04.30,70376900,70386122,70026000
9248851,2025.04.30,130000000,129682735,120775544
9248858,2025.04.30,128500,128644,104085
9248859,2025.04.30,72000,72274,62100
9248869,2025.04.30,28330000,28273439,22801000
9248875,2025.04.30,49000000,49176900,48880000
9248889,2025.04.30,141000000,142851579,136629000
9248786,2025.04.30,322400000,326006270,287185000
9248799,2025.04.30,30191300,29905136,27185800
9248870,2025.04.29,4596600,4629986,4546030
9248745,2025.04.29,1127000000,1117186158,907742150
9248773,2025.04.29,1578900,1586346,1397000
9248789,2025.04.29,23000000,23018714,21785900
9248790,2025.04.29,20322000,20542660,16786000
9248818,2025.04.29,160000000,158100720,139224986
9248822,2025.04.29,15974650,16016911,12924000
9248887,2025.04.29,11213245,11182310,11179000
9248771,2025.04.28,52765000,52472404,46333131
9248888,2025.04.28,17604965,17596389,15508000
9248747,2025.04.25,291400,291973,261348
9248757,2025.04.25,41600000,41504348,37500000
9248758,2025.04.25,34546000,34303986,27614460
9248735,2025.04.25,36389573,36223428,29158150
9248802,2025.04.25,42000000,41745692,36815170
9248765,2025.04.24,44760000,44926662,44748000
9248805,2025.04.24,20210000,20257690,17835325
9248794,2025.04.24,16520000,16466685,16000000
9248764,2025.04.24,13400,13516,11770
9248739,2025.04.23,12000,12008,10567
9248740,2025.04.23,900,901,793
9248781,2025.04.23,40331500,40302130,40150000
9248829,2025.04.23,9676800000,9657319046,9628416000
9248830,2025.04.23,88545,88481,86760
9248878,2025.04.23,54000000,53948380,53570000
9248675,2025.04.22,14700000,14696902,14550000
9248676,2025.04.22,16050000,16141776,16045000
9248876,2025.04.22,120000000,120339748,119790000
9248645,2025.04.18,46265290,45956554,36994380
9248625,2025.04.17,9216900,9272322,8160471
9248624,2025.04.17,10872900,10832159,9565930
9248621,2025.04.17,44000000,44172897,38280000
9248622,2025.04.17,37900000,38084861,30656550
9248733,2025.04.16,1966000000,1989523211,1966000000
9248637,2025.04.16,4136000,4155405,4032600
9248562,2025.04.15,38459820,38444348,36960000
9248561,2025.04.15,32173355,32249041,31200000
9248553,2025.04.15,12100,12092,10643
9248580,2025.04.15,17000000,17150067,17000000
9248476,2025.04.11,323830,327357,288208
9248496,2025.04.10,42000000,42031497,36540000
9248494,2025.04.10,39270000,39322934,38625950
9248506,2025.04.10,46736400,46934277,39000000
9248626,2025.04.10,49826800,50163143,49600000
9248643,2025.04.10,29153600,29143820,26241600
9248475,2025.04.10,47850000,47809160,38484240
9248530,2025.04.09,16092800,16175294,15770000
9248458,2025.04.09,1867200,1869172,1611200
9248460,2025.04.09,44200000,44030980,35510280
9248488,2025.04.08,4527160,4521424,4473000
9248604,2025.04.08,47746000,47453723,47300000
9248512,2025.04.08,5172440,5196723,5167260
9248492,2025.04.08,2501180,2493915,2201040
9248465,2025.04.08,67800000,68221403,62877500
9248454,2025.04.08,40099480,40108676,32300000
9248441,2025.04.08,14100000,14121474,13893000
9248451,2025.04.07,52458500,52260120,48787454
9248533,2025.04.07,8491000,8528862,8406000
9248408,2025.04.04,1104000,1109513,982560
9248407,2025.04.04,92000,91801,79090
9248440,2025.04.04,100000,99928,88230
9248417,2025.04.04,51590000,51936126,41809109
9248386,2025.04.04,51779750,51696330,45802813
9248418,2025.04.04,42570000,42812498,34462740
9248390,2025.04.04,14933,14878,13100
9248357,2025.04.04,67400,66826,54000
9248385,2025.04.04,50941660,51162941,41186030
9248359,2025.04.04,40800000,40535448,37500000
9248358,2025.04.04,77100,76803,61873
9248356,2025.04.04,136600,137743,112010
9248464,2025.04.04,5810000,5855788,5800000
9248419,2025.04.03,9225000,9157290,8118000
9248439,2025.04.03,17050000,16866575,16641900
9248405,2025.04.03,387500,390049,315523
9248325,2025.04.02,44640000,44888550,36530000
9248326,2025.04.02,28245360,28230938,22735790
9248328,2025.04.02,16556,16441,13302
9248340,2025.04.02,15886110,15818710,15800000
9248349,2025.04.02,709780,713764,589000
9248415,2025.04.02,4500000,4510418,4475000
9248416,2025.04.02,3360000,3366514,3358000
9248428,2025.04.02,253240,253574,204365
